@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R61-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0 numeric
@attribute var_1 numeric
@attribute var_2 numeric
@attribute var_3 numeric
@attribute var_4 numeric
@attribute var_5 numeric
@attribute var_6 numeric
@attribute var_7 numeric
@attribute var_8 numeric
@attribute var_9 numeric
@attribute var_10 numeric
@attribute var_11 numeric
@attribute var_12 numeric
@attribute var_13 numeric
@attribute var_14 numeric
@attribute var_15 numeric
@attribute var_16 numeric
@attribute var_17 numeric
@attribute var_18 numeric
@attribute var_19 numeric
@attribute var_20 numeric
@attribute var_21 numeric
@attribute var_22 numeric
@attribute var_23 numeric
@attribute var_24 numeric
@attribute var_25 numeric
@attribute var_26 numeric
@attribute var_27 numeric
@attribute var_28 numeric
@attribute var_29 numeric
@attribute var_30 numeric
@attribute var_31 numeric
@attribute var_32 numeric
@attribute var_33 numeric
@attribute var_34 numeric
@attribute var_35 numeric
@attribute var_36 numeric
@attribute var_37 numeric
@attribute var_38 numeric
@attribute var_39 numeric
@attribute var_40 numeric
@attribute var_41 numeric
@attribute var_42 numeric
@attribute var_43 numeric
@attribute var_44 numeric
@attribute var_45 numeric
@attribute var_46 numeric
@attribute var_47 numeric
@attribute var_48 numeric
@attribute var_49 numeric
@attribute var_50 numeric
@attribute var_51 numeric
@attribute var_52 numeric
@attribute var_53 numeric
@attribute var_54 numeric
@attribute var_55 numeric
@attribute var_56 numeric
@attribute var_57 numeric
@attribute var_58 numeric
@attribute var_59 numeric
@attribute label {0,1}

@data
0.158247,0.133733,0.133706,0.081075,0.182856,0.175344,0.208669,0.239912,0.233262,0.276705,0.331433,0.419695,0.309493,0.16964,0.140335,0.160085,0.148378,0.257351,0.477803,0.589683,0.748735,0.798625,0.766133,0.875832,0.873508,0.941624,1,0.973137,0.83799,0.580582,0.416394,0.315039,0.251181,0.191309,0.100542,0.019254,0.025038,0.091401,0.07507,0.10512,0,0.139316,0.26652,0.264623,0.266989,0.280719,0.310757,0.320156,0.240787,0.206061,0.185259,0.119253,0.185393,0.214076,0.061927,0.05641,0.071023,0.016129,0.093664,0.24,0
0.295691,0.135019,0.227989,0.011888,0.254375,0.231184,0.230897,0.279603,0.366554,0.369369,0.439772,0.594373,0.498619,0.378158,0.294312,0.30633,0.256554,0.277922,0.201347,0.509846,0.662943,0.604769,0.557486,0.672677,0.572038,0.825091,0.99065,0.916324,0.792014,0.641822,0.561369,0.790507,0.583955,0.25045,0.012887,0.173286,0.293899,0.455132,0.576676,0.450654,0.542675,0.869719,0.796974,0.72958,0.817316,0.492732,0.457443,0.688529,0.641595,0.431515,0.365538,0.234195,0.08427,0.240469,0.252294,0.182051,0.150568,0.034562,0.115702,0.048889,0
0.215453,0.105444,0.049934,0.100095,0.211768,0.253844,0.248402,0.254465,0.179054,0.20306,0.256736,0.337046,0.35383,0.260905,0.186077,0.134643,0.187649,0.212156,0.262466,0.28735,0.345067,0.350875,0.494755,0.683741,0.772805,0.81683,0.915853,1,0.894704,0.613817,0.597885,0.450822,0.264622,0.220668,0.168047,0.084879,0.161601,0.141416,0.222853,0.249455,0.249913,0.381929,0.217897,0.086962,0.16861,0.251371,0.340094,0.333633,0.156487,0.173333,0.13745,0.136494,0.160112,0.096774,0.139908,0.007692,0.144886,0.06682,0,0.217778,0
0.234027,0.265324,0.120237,0.047313,0.094852,0.245751,0.321478,0.39581,0.394963,0.572573,0.701069,0.748095,0.770752,0.37558,0.292808,0.296458,0.276863,0.243532,0.520619,0.778682,0.86836,0.856836,0.693441,0.683537,0.710891,0.866946,1,0.981062,0.894078,0.569358,0.485284,0.56675,0.431482,0.285745,0.056357,0.218649,0.136781,0.371738,0.615335,0.553268,0.227099,0.52674,0.491013,0.556815,0.695479,0.260697,0.170228,0.408506,0.457345,0.174545,0.327689,0.183908,0.039326,0.164223,0.201835,0.097436,0.153409,0.103687,0.088154,0.231111,0
0.174591,0.153022,0.03975,0.05088,0.037281,0.059887,0.145874,0.296582,0.271499,0.320463,0.341126,0.323271,0.205408,0.006497,0.127495,0.157338,0.18941,0.290909,0.338733,0.416952,0.546796,0.720438,0.794638,0.880852,0.939471,1,0.934342,0.753294,0.700063,0.821074,0.778286,0.475011,0.130001,0.141706,0.145034,0.180343,0.251913,0.138297,0.062969,0.070915,0.056398,0.246642,0.323936,0.239887,0.204578,0.201591,0.179464,0.012279,0.077739,0.140606,0.180279,0.191092,0.348315,0.105572,0.06422,0.146154,0.105114,0.069124,0.165289,0.484444,0
0.078752,0.083583,0.009855,0.037803,0.041339,0.098462,0.170047,0.061301,0.19871,0.281138,0.280542,0.257034,0.135485,0.166856,0.292707,0.527275,0.673609,0.784208,0.81275,0.709974,0.720911,0.776394,0.794108,0.477308,0.140452,0.220619,0.606576,0.85035,0.892202,0.762559,0.510791,0.506162,0.373937,0.339057,0.26859,0.229133,0.256724,0.422065,0.423217,0.348257,0.096699,0.196947,0.478728,0.395774,0.134347,0.211876,0.252445,0.231207,0.310449,0.278788,0.110558,0.222701,0.227528,0.099707,0.116972,0.15641,0.076705,0.138249,0.077135,0.208889,0
0.060921,0.191599,0.090013,0.15573,0.255643,0.243593,0.410114,0.455127,0.458538,0.403689,0.395866,0.4682,0.320395,0.166443,0.115659,0.195196,0.247332,0.301195,0.194614,0.06464,0.006745,0.059285,0.283565,0.421883,0.545396,0.760436,0.92142,0.932997,0.932027,1,0.962067,0.921269,0.748504,0.723688,0.748287,0.797379,0.800569,0.579391,0.466909,0.514488,0.460915,0.475946,0.625501,0.692991,0.637617,0.366703,0.279066,0.407008,0.475013,0.316364,0.078685,0.216954,0.323034,0.29912,0.022936,0.238462,0.196023,0.124424,0.044077,0.133333,0
0.136701,0.109301,0.034494,0.168806,0.252853,0.421905,0.801889,0.750827,0.497389,0.573717,0.515467,0.160903,0.635267,1,0.913432,0.827397,0.68853,0.774026,0.872607,0.839576,0.886172,0.9434,1,0.89499,0.766198,0.815068,0.632524,0.438864,0.450792,0.27983,0.246893,0.065495,0,0.126232,0.164774,0.208468,0.10059,0.158989,0.32341,0.362418,0.232658,0.139072,0.344627,0.33329,0.198038,0.148519,0.250453,0.395627,0.539626,0.393939,0.314741,0.063218,0.432584,0.217009,0.827982,0.248718,0.352273,0.64977,0.352617,0.075556,0
0.318722,0.199743,0.224047,0.228959,0.337307,0.371459,0.377049,0.157883,0.168305,0.223366,0.352388,0.452374,0.546591,0.414871,0.533554,0.534195,0.675681,0.796883,0.915211,0.911066,1,0.996993,0.903889,0.786702,0.64887,0.484965,0.324719,0.226431,0.28701,0.321674,0.289514,0.149361,0.258322,0.532273,0.583308,0.54002,0.45539,0.311532,0.304562,0.22451,0.152171,0.314774,0.385361,0.262432,0.164202,0.126029,0.159725,0.068284,0.191822,0.172121,0.136454,0.153736,0.103933,0.665689,0.270642,0.205128,0.610795,0.725806,0.421488,0.208889,0
0.115156,0.187741,0.151445,0.152164,0.392594,0.207985,0.12948,0.224035,0.476044,0.401115,0.419957,0.41017,0.404274,0.238631,0.165613,0.116629,0.254274,0.430545,0.646644,0.752033,0.679595,0.397809,0.19805,0.271181,0.464408,0.798656,1,0.921573,0.845601,0.751771,0.57663,0.546098,0.666492,0.636778,0.494119,0.352621,0.378089,0.35666,0.319983,0.289107,0.380776,0.461294,0.446528,0.270033,0.146574,0.109435,0.126947,0.157532,0.121656,0.141818,0.121514,0.156609,0.30618,0.255132,0.036697,0.053846,0.065341,0.101382,0.198347,0.071111,0
0.114413,0.055722,0.129106,0.136709,0.134162,0.186674,0.544596,0.751929,0.798679,0.836837,0.844904,0.625879,0.500218,0.267196,0.160899,0.02646,0.148793,0.417558,0.67915,0.79634,0.847175,0.862206,0.851754,0.918144,0.864557,0.788964,0.862801,0.836455,0.561405,0.319385,0.327338,0.483227,0.631944,0.708956,0.556715,0.514919,0.51487,0.364147,0.36314,0.394444,0.259988,0.187424,0.242467,0.292064,0.224197,0.166072,0.159906,0.254567,0.179202,0.265455,0.085657,0.158046,0.154494,0.516129,0.229358,0.312821,0.221591,0.343318,0.438017,0.351111,0
